Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
meski tak berambisi jokowi siap nyapres jika didukung ulama,0,0,0,0,0,0,0,0,0,0,0,0
seksyen  mega utusan malaysia april lebihdaripadapolitik beli utusanmalaysia atau langgan islam muslim alquran keluarga wanita kesihatan hiburan artis budaya sains teknologi alamsekitar alumni kampus universiti wira tentera polis,0,0,0,0,0,0,0,0,0,0,0,0
 saya tiba langsung stroke wekekkeke ini mah cuma orang picek aja yg gak tau,1,1,1,0,0,0,1,0,0,1,0,0
lihatlah rakyat amp nkri ini mending mundur aja pak jokowi url,1,0,1,0,0,0,0,0,1,1,0,0
 terimakasih selamat jalan ila jiwari robbihimul ala jalla wa alaa ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia bahaya bahaya dawuh beliau dawuh yg kadang memberi kita pelajaran sangat berharga lahul fatihah ,0,0,0,0,0,0,0,0,0,0,0,0
 kemaren beli babi namanya fadil,0,1,0,0,0,0,0,0,0,0,0,0
 dapet lah stiap perbuatan kita baikburuk pst dapet balasan yg stimpal kalo di hindu balasannya bisa di kehidupan skrng atau di kehidupan yg akan datang,0,0,0,0,0,0,0,0,0,0,0,0
 eluomong apa culun,1,1,1,0,0,0,0,0,1,1,0,0
 mampus,1,1,1,0,0,0,0,0,1,1,0,0
  ngentot yukkk,0,1,0,0,0,0,0,0,0,0,0,0
tka china sdh berani melecehkan bendera merah putih  apakah kita akan diam saja  semakin tka china banyak yg datang semakin mrk arogan krn merasa kuat  apalagi didukung oleh rezim penguasa dg kemudahan tka china masuk ke nkri  mau dijaj,1,0,0,1,0,1,0,0,0,0,1,0
ketika ulama dan umara bersatu  nu online,0,0,0,0,0,0,0,0,0,0,0,0
pidex yg suka bash penipu lelang acc masih hidup yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps v mending lu jilat telapak kaki gue aja dex,0,1,0,0,0,0,0,0,0,0,0,0
   badminton putri indonesia kok kalah sama jepang n cina mereka bermain lepas tidak gampang menyerah komunis seenaknya di sini,1,0,0,1,0,1,0,0,0,0,1,0
  sejak lo dm pake capslock terus bilang gua cocot wkwk,0,1,0,0,0,0,0,0,0,0,0,0
mau cerita laki emang brengsek ya dasar cupu,1,1,0,1,0,0,0,0,1,0,1,0
jika mengaku saya pancasila dan saya indonesia maka taatilah uu di indonesiannsesuai keppres no  dan sk menag nomor ma agama yg diakui di nkri  islam kristen protestan katolik hindu buddha dan kong hu cunndiluar itu agamanya,0,0,0,0,0,0,0,0,0,0,0,0
  itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh untuk rakyatnya ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah bukan kritik tapi nyela coba dpr tugasnya apa  t,0,0,0,0,0,0,0,0,0,0,0,0
  kalau saja beliau ini projo pasti dapat gelar kristen nusantaraxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
ptlanggarkonstitusi rezim otoriter ini gk habishabis tabraktubruk uu kali ini undangundang dasar pun mau dijebolmk waktunya lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
  itu kerjaan cornelis tionghoa yg stress gila,1,1,0,1,0,1,1,0,0,0,1,0
 modal cebong cuma copas bukti kapasitas otak minimalisxfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
   makasih aku memang unik ga kaya armeries udik,1,1,1,0,0,0,0,0,1,1,0,0
pekerja seni komersial kalo ngomong memang cuma copas isi kepalanya ya cuma eksis sama kontrak baru capee xfxfxxxfxfxx psk url,0,0,0,0,0,0,0,0,0,0,0,0
lengserkan jokowi  rejim anti subsidi adalah rejim anti kerakyatan   ,1,0,1,0,0,0,0,0,1,0,0,1
 nyamber juga dongnnkulit leher kering kurang vit ccupangnnkulit bokong kering kurang vit cceboknnhidup kurang bahagia kurang vit ccewekcowok,0,1,0,0,0,0,0,0,0,0,0,0
  boleh tanya deny ini muslim atau kristen ya,0,0,0,0,0,0,0,0,0,0,0,0
babi haram babu halal hanya ulah muhammad bejad mencatut nama tuhan,1,1,0,1,1,0,0,0,0,0,1,0
  calon partai gurem yang kurang garem url,1,0,0,1,0,0,0,0,1,0,1,0
 apa saja tulisan yang telah dibuat  kuchat,0,0,0,0,0,0,0,0,0,0,0,0
eh kunyuk url,0,0,0,0,0,0,0,0,0,0,0,0
 rezim penguasa yg jd korban pers rezim sby,1,0,1,0,0,0,0,0,1,1,0,0
 sepegetahuan gua ya soekarno itu sebagian pernikahan itu untuk politik untuk indonesia juga  lagi pula bagi gua gak aneh seorang presiden hebat kayak beliau disukain banyak cwe,0,0,0,0,0,0,0,0,0,0,0,0
 selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain burik ,1,1,0,1,0,0,0,0,1,0,1,0
  jadi setiap lewat tengah malam jiwa sama raga nya ririn itu terpisah jiwa nya ada di tempat gelap sempit dan sepi sexexxa,0,0,0,0,0,0,0,0,0,0,0,0
 kebalik opp eunbi ga rela disamain sma bom,0,0,0,0,0,0,0,0,0,0,0,0
kalo ingat kata ini lucu hhhaa gt yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat oalah oalah,0,0,0,0,0,0,0,0,0,0,0,0
merantaulah kau akan dapatkan pengganti dari kerabat dan kawan imam syafii,0,0,0,0,0,0,0,0,0,0,0,0
 lipstick di sapu tangan boranndan diriku dalam hati mampus malu luh makan tuh cipokan,1,1,1,0,0,0,0,1,0,1,0,0
 h imam munandar gubernur riau periode  dan  memperoleh gelar datuk sri,0,0,0,0,0,0,0,0,0,0,0,0
   jawab ajannkak lo org nya asikntp sayang omongannya kaya org goblokjd bikin ilfeelnmaaf yangausah kebanyakan ngxexxa,0,1,0,0,0,0,0,0,0,0,0,0
  makin sarap nih si jul bntr lagi sirosis dia,1,1,1,0,0,0,0,0,1,1,0,0
 body bagus enakngentot lobang pantatmu say,0,1,0,0,0,0,0,0,0,0,0,0
 habis baca ini aku takut karena aku merasa insecure attachment both ambivient dan disorganized ada dalam diri aku jadi aku cacat ya aku harus gimana untuk memperbaiki itu ka phoerange bagaimana ka  menghadapi itu semua,0,0,0,0,0,0,0,0,0,0,0,0
sebagai negara maju ternyata segini gaji presiden as dan pegawai pemerintahannya,0,0,0,0,0,0,0,0,0,0,0,0
 oktober hari kesaktian pancasila tapi pancasila sekarang diversikan ke arah komunis rezim diktator yg anti islam,1,0,0,1,1,1,0,0,0,0,1,0
faktafreeport pemerintahan soeharto yang menggantikan rezim soekarno pun menerima freeport dengan tangan terbuka ayoindonesia indonesiakuasaifreeport freeport,0,0,0,0,0,0,0,0,0,0,0,0
     si rosa ini kok mukanya tugu peringatan kenapa nggak batu nissan yg gentle dong nggak apa juga kaum cebong,1,1,1,0,0,0,1,0,0,1,0,0
kerjaan suharto dan sby pastik korupsi tangkap lahh url,1,0,1,0,0,0,0,0,1,1,0,0
  tokohperubahan adalah mereka yang telah memberikan kontribusi nyata berkelanjutan untuk memajukan suatu masyarakat dlm berbagai bidang ekonomi budaya kesehatan dsb serta mengajak masyarakat bersinergi untuk lebih ber,0,0,0,0,0,0,0,0,0,0,0,0
 islam nusantara itu terbukti gagal merubah yahudi israel untuk menjadi rahmah,0,0,0,0,0,0,0,0,0,0,0,0
       setujuuuu banget jokowi mundur uda bosen ngeliatnye,1,0,1,0,0,0,0,0,1,1,0,0
 onta ya beginilah kaga punya otak kaga bisa mikirpicik,1,1,1,0,0,0,0,0,1,1,0,0
matanajwadebatjakarta lucu banget jawaban ahok gak nyambung ditanya apa di jawab apa kena skak mat d pertanyaan isu agama tdi dasar cina tolol hahaha,1,1,1,0,0,1,0,0,0,1,0,0
 isnus baru netes dari telor kodok sejak si said agil jd kolektor cebong bangndan dia cm idup dr sari comberan yg hasil buangan makanya dia sll koar ttg isnus xfxfxxxfxfxx,1,1,0,1,1,0,0,0,0,0,1,0
 ko malah jadi ngebagusin negara yg katanya kapir tat jangan ustad mo hijrah k thailand ya,1,1,1,0,1,0,0,0,0,1,0,0
jadi kitab suci itu fiksi bukan   kalo dulu org bisa jelas jawab bukan ato fiksi dgn tanpa ragu   jaman skr menjawab itu membuka kelompok mana sisi politik agama dan keberpihakan,0,0,0,0,0,0,0,0,0,0,0,0
mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamumereka itu sejatinya perampas hak pribumi stoptkachina gantipresiden,1,0,0,1,0,1,0,0,0,0,1,0
ayo gelorakan gantipresiden insya allah kesejahteraan merata komunis lenyap,1,0,0,1,0,1,0,0,0,0,1,0
 semoga pak jokowi dan para ulama selalu sehat aamiin,0,0,0,0,0,0,0,0,0,0,0,0
  sebab tu tahun demi tahun semakin kurang peluang pekerjaan untuk rakyat sendiri warga asing ni semua dah bolot sektor sexexxa,1,1,0,1,0,0,1,0,0,0,1,0
rihanna ternyata ngga dietnlah u siapa kampang ngomongin kalori,1,1,1,0,0,0,0,0,1,1,0,0
 kao kalah lae dgn penjual pasar tradisional yg sadar gantipresiden laen kali kao perbanyak makan mie gomak lae,1,0,1,0,0,0,0,0,1,1,0,0
  huhahahhahahaaanpengusaha kaya raya saja nangis ber darah darah di jaman jokowi ini sangking susahnya jaman dan rezim ini mengelola ekonomi negara yg gak benernberas mahal sembako mahal daya beli turun masyarakat bawah bany,1,0,1,0,0,0,0,0,1,1,0,0
  hati antek yahudi liberal lgbt syiah nnislam ya islam allah swt sudah sempurnakan dan ada dlm alquran nnadakah islam lain yg disebutkan dlm al quran ,0,0,0,0,0,0,0,0,0,0,0,0
 ava gw anjing dn gw monyet hadeh,0,1,0,0,0,0,0,0,0,0,0,0
  ktt ulamacendekiawan muslim dunia bahas wasatiyat islam,0,0,0,0,0,0,0,0,0,0,0,0
warga pemuteran tolak berita hoax dan dukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
 waktu nya ngewe,0,1,0,0,0,0,0,0,0,0,0,0
salam sejahtera bagi saudara kristen katolik ku dimana saja  saya heppy sekali,0,0,0,0,0,0,0,0,0,0,0,0
fifa siasat isu suara monyetxexx aksi perancisrussianurl url via sinaronline,0,0,0,0,0,0,0,0,0,0,0,0
  padahal semua jaringan hidup ya pasti punya potensi jadi habitat cacinglah sapi babi manusia pun ,0,0,0,0,0,0,0,0,0,0,0,0
  kata  bantuan ke rohingya adalah pencitraan trus emank bisa penderitaan warga rohingya dibantu pake demo,1,0,1,0,0,0,0,0,1,1,0,0
ahok cari  cari celah untuk serang para saksi dramaahokdikriminalisasi penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
ditangkap krn narkoba kaget kl ditangkp krn ada hub dgn saracen kaget gak anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
 mudahan presiden  membawa indonesia diposisi yangbagus kisi dan misix,0,0,0,0,0,0,0,0,0,0,0,0
 terkutuk maling negarakarma hampiri kalian,1,1,0,1,0,0,0,0,1,0,1,0
  asal jangan cuma galak ke akun anti rezim sementara thd akun penyebar fitnah amp kebencian yg pro rezim belaga ngga liat itu sih sama aja boxexxong semoga twitter lebih profesional daripada medsos xexxcyang lain,0,0,0,0,0,0,0,0,0,0,0,0
kerja tulus diktator jokowi tukang mungkir janji yang meludahi mayat korban genosida thn  dan pembataian lainnya,1,0,1,0,0,0,0,0,1,1,0,0
bantu ekonomi sesama sendiri fair n square ,0,0,0,0,0,0,0,0,0,0,0,0
mewoh dampingi gubernur od hadiri acara puncak festival paskah gfg ,0,0,0,0,0,0,0,0,0,0,0,0
ngocok memek enak kali ya,0,1,0,0,0,0,0,0,0,0,0,0
 sejak bila hg pki hitam,0,0,0,0,0,0,0,0,0,0,0,0
ini lho mengkritik yg dimaui pak  yaitu kritik tp ngasih solusi spt   lha  jg contoh pemimpin yg bener dikritik malah bilang terimakasihkalo pemimpin kayak mereka semua pasti indonesia beres    ,0,0,0,0,0,0,0,0,0,0,0,0
 good job mr gubernur dki,0,0,0,0,0,0,0,0,0,0,0,0
 gasuka sm org yg playvictim ew najis,1,1,0,1,0,0,0,0,1,0,1,0
akankah partai bulan bintang akan semakin menguat posisinya pada pemilu ,0,0,0,0,0,0,0,0,0,0,0,0
kakek nenek aku kristen keduanya jadi mualaf setelah  anak dari total  anak  anaknya gak ikut pindah islam menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri  anak yg lahir muslim masuk kristen setelah menik,0,0,0,0,0,0,0,0,0,0,0,0
 kalo gua bakal ngamuk amp ga kek begini responnya edan,0,1,0,0,0,0,0,0,0,0,0,0
   sy tidak melanjutkan ini sebb sudah terlihat sekali ucapan yg akan membabi butasemoga allah memberikan hidayah supaya hatinya terbuka dan menjadi manusia yang beriman serta mengimani allah subhanahu wa taala s,0,0,0,0,0,0,0,0,0,0,0,0
   bener bangetttjasa dia memang luar biasa utk kemenangan anies  sandi  ,1,0,1,0,0,0,0,0,1,1,0,0
presiden jokowi apresiasi model kerja sama bisnis dalam proyek bijb kertajati,0,0,0,0,0,0,0,0,0,0,0,0
 gara gara yang buat orang kafeer atau yahudi atau gimana coba aja mereka pake hp apasih emangnya hadeh ntar lama lama carrefour berubah nama jadi indomaret aja,0,0,0,0,0,0,0,0,0,0,0,0
dgn rasa ikan gurih dgn hrg mrah bsa didptkn disini lho knjngi  pmpek plmbng jln wr supratman senggol budaya tohpati,0,0,0,0,0,0,0,0,0,0,0,0
si ahok kampret emang gak becus kerja pencitraan mlulu tuh si ahok kampret url,1,1,1,0,0,0,0,0,1,1,0,0
  kalau mau jadi katolik aku bisa bantu mz,0,0,0,0,0,0,0,0,0,0,0,0
atas dasar itulah dpr diminta segera rampungkan revisi uu terorisme untuk melindungi segenap bangsa indonesia dari serangan keji teroris polemikpemberantasanterorisme,0,0,0,0,0,0,0,0,0,0,0,0
muke lu katrok tampang  kelakuan sinkron,1,1,1,0,0,0,1,0,0,1,0,0
 gua setan dongggg,0,1,0,0,0,0,0,0,0,0,0,0
suka suka gwelah mau nulis halu kek gila kek sarap kek sedeng kek delusi kek yang penting gue bukan anak rp ga malu maluin image idol,0,1,0,0,0,0,0,0,0,0,0,0
saat beli tiket mungkin kamu akan menemukan seorang tionghoa an tahun atau mbak mbak gemuk yg suka nyerobot antrian,0,0,0,0,0,0,0,0,0,0,0,0
  ngakak wkwkwkwkwwkwkwkwkwkwkwk bego,0,1,0,0,0,0,0,0,0,0,0,0
juni  dir imf rilis laporan yg nyatakan kegagalan kebijakan austerity di yunani kepercayaan pasar tdk pulih sistem perbankan kehilangan  simpanan amp dampak resesi lbh dlm lg dg angka pengangguran meroket  sblmnya argentina jg gagal,0,0,0,0,0,0,0,0,0,0,0,0
 kepeluk dari belakang senyum mau apa hm rasain jarinya masuk mainin memek mhh elusin tangannya,0,1,0,0,0,0,0,0,0,0,0,0
gak tahu malu ya gunakan uang rakyat untuk menyuap rakyat demi elektabilitas gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
tanpa budaya yang bermoral manusia tidak akan selamat,0,0,0,0,0,0,0,0,0,0,0,0
   subhanallah semoga jokowi berpasangan dg cak imin duet presiden dan wakil presiden yg akan membawa indonesia ke arah kemajuan dan keberadaban,0,0,0,0,0,0,0,0,0,0,0,0
  prestasi ditingkat yunior aja kalian sudah pada heboh luar biasankalian lupakan org kristen yg juara dunia dan jadi legenda kayak elly picalnico thomas dan chris johnnnshaloom,0,0,0,0,0,0,0,0,0,0,0,0
jokowi harus segera di lengserkan dan di ganti oleh ahmad heryawan cebong jgn nyolot saya hanya beri contoh lo,1,1,1,0,0,0,0,0,1,0,0,1
bagian dari melestarikan dungu  biadab islam melestarikan dukungan terhadap teroris islam,1,1,0,1,1,0,0,0,0,0,1,0
wah kasihan relawan komisaris bisa minder ketemu boss orang bule brekekekekekek,0,0,0,0,0,0,0,0,0,0,0,0
berita ini sudah anda twitt tgl  pak lukman yg ditunggu rakyat penjelasan anda tentang indonesia baru tanpa islam,1,0,0,1,1,0,0,0,0,0,1,0
ulama itu punya bashirah utk melihat yg maslahah bagi umat cerita nabi khidir dg nabi musa bisa jadi pelajaran utk kehidupan yg menatap ke depan meskipun keputusannya saat itu terasa menyalahi keyakinan,0,0,0,0,0,0,0,0,0,0,0,0
guru besar fakultas ilmu sosial dan politik fisip universitas padjajaran profesor obsatar sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan calon gubernur dan wakil gubernur jawa barat nomor urut  hasanah kitahasanah hasana,0,0,0,0,0,0,0,0,0,0,0,0
  gak sambil nyabu kan itu ya,1,0,1,0,0,0,0,0,1,1,0,0
kalau bukan negara beragamaya hapus sila pertama pancasilamemangnya kristenbudhahinduislam dan lainlain,0,0,0,0,0,0,0,0,0,0,0,0
 jokowi itu baik ngibul nya itu yg jelek semoga gantipresiden amin ya allah,1,0,1,0,0,0,0,0,1,1,0,0
   siapa komunis nya,0,0,0,0,0,0,0,0,0,0,0,0
grafiknya di posisi papa minta saham dan bubarkan kpk url,1,0,0,1,0,0,0,0,1,0,0,1
 pamor rk jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama,1,0,0,1,1,0,0,0,0,0,1,0
 ini namanya pahlawan kemalaman  saran sebelum buat laporan coba tanyain apa agama si abu jande ini    gantipresiden,1,0,1,0,1,0,0,0,0,1,0,0
 xexx  nncapek gue belajar terusnbentar gue nak berak wkwknkunci motor yang mana padahal motor elu sompretnmau greenteaaaaanpocky greenteanpejoy greenteani love younbiar yang lain ninggalin gue asal jangan lonapasih story nya ituuu gue mute aja,0,1,0,0,0,0,0,0,0,0,0,0
 di indonesia bukannya kalo timnas maen sodara kristen amp non kristen juga ga bedoa sih ya xfxfxxdxfxfxfxbd,0,0,0,0,0,0,0,0,0,0,0,0
acara tv yang nemenin malem minggu,0,0,0,0,0,0,0,0,0,0,0,0
rlp disini banyak yeoja yg fwb ngentot rl amp foreplay cuma ngasih tai,0,1,0,0,0,0,0,0,0,0,0,0
dia enggak hebat pengikutnya aja yang dungu bin idiot url,1,1,0,1,0,0,1,0,0,0,1,0
  digoreng itu bukan bidah tapi usluf nnsama halnya dulu berhaji naik onta kalau naik pesawat bidahnnjangan salah faham donk,0,0,0,0,0,0,0,0,0,0,0,0
bajingan lu silvy debatfinalpilkadajkt,1,1,1,0,0,0,0,0,1,1,0,0
 dih kntl,1,1,1,0,0,0,0,1,0,1,0,0
pengacara rizieq bisa saja belum pulang sampai jokowi di lengserkanmakartak lagi presiden baru pulang  pake daster lagi,1,0,1,0,0,0,0,0,1,1,0,0
sial saya harus hidup di jaman dimana orang yang mengumbar kenakalannya dikagumi oleh remajaremaja tolol,1,1,1,0,0,0,0,0,1,1,0,0
tidak peduli apakah kucing itu berwarna hitam atau putih yang penting bisa menangkap tikus deng xiaoping  pemimpin partai komunis china ,0,0,0,0,0,0,0,0,0,0,0,0
aku suda delete tu post baru para bajingan tu online,0,1,0,0,0,0,0,0,0,0,0,0
kalau banyak lgbt di dunia ya habis deh manusia url,0,0,0,0,0,0,0,0,0,0,0,0
 layanan garansi atau kebijakan pengembalian barang atau menukarkan barang kepada komsumen apabila barang yg dibeli rusak atau cacat produksi secara gratis kepada gerai hauz berlaku  hari dari pembelian dng disertai struk belanja nhauz,0,0,0,0,0,0,0,0,0,0,0,0
sam ulasan ekonomi harian rabu  april   reksadana reksadanasam samrisetharian beritaekonomi makroekonomi marketupdate samuelasetmanajemen,0,0,0,0,0,0,0,0,0,0,0,0
   iya semua mulai dari ta yang disebarin ahog makanya cebong macam lo makin suburxfxfxxc,1,1,1,0,0,0,0,0,1,1,0,0
pantasnya jadi r nih gubernur indonesia cc cep john  ,0,0,0,0,0,0,0,0,0,0,0,0
  nga inget kpn terakhir kali mimpi indah reality kek tai mimpi masa tai jg ,0,1,0,0,0,0,0,0,0,0,0,0
kita bukan takut kita cuma mau ganyang pki bahaya kalo embrio iblisnya berkembang biak,1,0,0,1,0,1,0,0,0,0,0,1
si kunyuk makin gak jelas lama lama twitnya menggenapka generalisasi kaumnya  bacot tanpa mutu seperti yg sudah terlihat th terakhir disini sarap,1,1,1,0,0,0,1,0,0,1,0,0
 harga yahudi xfxfxxaxfxfxxaxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
  hahaha antek komunis kelojotan menjelang sept kecebong adalah anak pki,1,1,0,1,0,1,0,0,0,0,1,0
 politik butuh orang beragama tapi bukan agama dipolotikan kayak kamu jul eh koh eh tad,0,0,0,0,0,0,0,0,0,0,0,0
  kesel bat wa liat yg terlalu parnoan terus bikin video viral ternyata dugaannya justru yg kelirunntipikal yg kalo nyebar hxexxa,0,0,0,0,0,0,0,0,0,0,0,0
 klo nu cabang kristen gimn,1,0,1,0,1,0,0,0,0,1,0,0
 jkw bukan orang kafir,0,0,0,0,0,0,0,0,0,0,0,0
 cebong mana ngerti wkwkw,1,1,0,1,0,0,0,0,1,0,1,0
lagi jalan ke ptcnnayah  ada pameran ayonaq  ayo pameran apanayah  pameran budhabudha gtnaq  dalam hati hmmm kalo ayah mah masih cocok aja kesana mukanya masih ada chinesenya ,0,0,0,0,0,0,0,0,0,0,0,0
heboh anies bertemu erdogan warganet gubernur rasa presiden tidak plonga plongo  ngobrolnya nyambung gak plonga plongo pemimpin muslim ya begini komen warganet   ,0,0,0,0,0,0,0,0,0,0,0,0
   kampang ini orang,1,1,1,0,0,0,0,0,1,1,0,0
jiwa semuda itu jangan dilukai dengan penderitaan tak perlu sekalipun cacat ayahnya sendiri dia hendaknya tetap mencintai aku dan memandang aku sebagai ayahnya yang mencintainya tanpa melalui suara dan pandang orang lainnpramoedya ananta toer,0,0,0,0,0,0,0,0,0,0,0,0
pas olivia nongolnlucu bangettttttt setannnshuuush xexxdxefxbxfnnoke,0,1,0,0,0,0,0,0,0,0,0,0
  imam  rapatkan saf luruskan safnsenior panggil junior masuknjunior  buat bodo nnsenior url,0,1,0,0,0,0,0,0,0,0,0,0
       percuma jk ujungnya yg kluar hanyalah cocoklogi yg dipaksakan utk membenarkan kalimat  yg kentara jelas penghinaan pada kitab suci agama manapun tak ak,0,0,0,0,0,0,0,0,0,0,0,0
faham betui betui maksud menegakkan agama allah dengan berjihad sepenuhnya,0,0,0,0,0,0,0,0,0,0,0,0
muslim rohingya berusia  tahun ini harus lari dari persekusi teroris budha,1,0,0,1,1,0,0,0,0,0,1,0
gerombolan yang bergabung di partai sinting indonesia psi mayoritas pendukung penista islam ahok laknatullah url,1,1,0,1,0,0,0,0,1,0,1,0
 namanya juga rejim jungkir balik ga malu lagi pengen  periode sori ya ane mah memilih  ganti peresiden,1,0,1,0,0,0,0,0,1,1,0,0
saatnya di lengserkan lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
 intinya prabowo dan amin berprasangka yg tidak berdasar itu krn ingin menjegal pdip tidak berkuasa lagi di ,1,0,0,1,0,0,0,0,1,0,1,0
 sabtu kemarin polisi memilih hentikan diskusi sesuai dugaan  serang jokowi dengan isu pemerintah represif rezim otoriter,1,0,1,0,0,0,0,0,1,1,0,0
 iyaaa sayangkuuu sipit,0,0,0,0,0,0,0,0,0,0,0,0
 gua buta bahasa asing artinya sangat lelah itu apaan min,0,0,0,0,0,0,0,0,0,0,0,0
sempet putus terus aku masih belum berani approach dan nunggu lagi pas udah berani eh si kunyuk balikan yaudah lah ya nunggu lagi,0,1,0,0,0,0,0,0,0,0,0,0
 trua kl masalah tanah emg itu tanah palestina tananya nenek moyang kaum yahudi tp wkt dlu yahudi pindah ke negara eropa besaran nah masukulah palestina menetap di situ dan lama mayorita palestina  lalu pas kepemimpinan hitler mulailah hitle,0,0,0,0,0,0,0,0,0,0,0,0
   kak  paham kristen dan budhannmendalami kedua agama tadinkok yakin betul dgn kesimpulan tdk ada kristen nusantara dan tidak ada budha nusantaranxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
  oleholeh onta mekkah nya mana,0,0,0,0,0,0,0,0,0,0,0,0
bagaimana jika kapolri pensiun dini saja ketimbang tdk punya ketegasan memimpin polri yg pd akhirnya aduan spt ini jadi korban  terabaikan,1,0,1,0,0,0,0,0,1,1,0,0
usir aja nih cina satu ki gila pamungkas dibui garagara anti cina lha ini cina udh numpang di negeri ini malah url,1,0,1,0,0,1,0,0,0,0,0,1
url ltcewek jablay bugil minta dibelai bokep fotomemek ngentot bugil ngentot,0,1,0,0,0,0,0,0,0,0,0,0
indonesia akan jadi tuan rumah ktt ulama dunia pertama kttulamadunia wasatiyatislam islamindonesia islammoderat,0,0,0,0,0,0,0,0,0,0,0,0
 bu guru cebong ternyata gitu,1,1,1,0,0,0,0,0,1,1,0,0
konsep watasiyat islam bisa menjadi ciri dan identitas umat islam di indonesia nkri jagankri pancasila indonesiasatu kttulama kerukunanumat kttislamwasatiyyah kitorangcintajokowi jokowisayangipapua jokowiblusukanpapua indahnyakebe,0,0,0,0,0,0,0,0,0,0,0,0
kalo kata anak rp jaman  mah anjir jjkp jomblo jablay kebelet pacaran,0,1,0,0,0,0,0,0,0,0,0,0
kesel tai army kepalanya gede bener url,0,1,0,0,0,0,0,0,0,0,0,0
 insyaallahjika kita dpt boikot safiey illiastempiasnye akan kena pada transgender s yg lain,0,0,0,0,0,0,0,0,0,0,0,0
tidak perlu  biarkan jokowi melindungi ahok  tahun  kita lengserkan jokowi  itu baru mantap,1,0,1,0,0,0,0,0,1,0,0,1
 ayo memek pengen diisi kontol juga,0,1,0,0,0,0,0,0,0,0,0,0
    setuju memang pks bukan pki cara pki ini persis seperti cara pks menggaet golongan akar rumput dengan isu agama maka dari itu pks disebut sbg partai komunis syariah,1,0,0,1,1,1,0,0,0,0,1,0
 koarkoar nya gerakan umateh ngebacotnya dukungan politikndasar bani cabul otak  se monas ,1,1,0,1,1,0,0,1,0,0,1,0
 aku nayeon bukan bolotxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
  ironinya banyak bisnis dg mega triliunan profit namun dulu pendirinya sama sekali nggak punya mimpi kesana nncontohnyxexxa,0,0,0,0,0,0,0,0,0,0,0,0
jom mampus,1,1,1,0,0,0,0,0,1,1,0,0
  sejeleknya jokowi jk di sandingkn dgn prabowo masih jauh dr jejaknya saja rakyat sdh tau mungkin jk bkn prabowo masih bs di pertimbangkan utk tdk milih jokowi hemm buta mata boleh mas tp jk hati yg sdh di butakan oleh p,0,0,0,0,0,0,0,0,0,0,0,0
 tahun reformasi kenyataannya orang susah mempertemukan demokrasi dan kesejahteraan kita lupa ide ini berhubungan dengan sistem lain yaitu sistem ekonomi pasar bebas tak heran selama  tahun ini kita masih mencari titik temu antara negara pasar,0,0,0,0,0,0,0,0,0,0,0,0
 itu yg mencaci ulama siapa mmg nya klo bkn org kafir dan munafikpake otak mu pekok,1,1,1,0,0,0,0,0,1,1,0,0
  neng itu bpk yg terhormat ga pke mulut klo ngomongmohon maaf dia pke silit,1,1,1,0,0,0,1,0,0,1,0,0
  ritual puasa tiap tanggal  muharram adalah tradisi yahudi di madinah waktu itunnmenyembelih kambing utk bayi yg baru lahir adalah kebiasaan arab utk mengekspresikan kebahagiaan datangnya anggota keluarga barunnj,0,0,0,0,0,0,0,0,0,0,0,0
gubernur indonesia kita ini  pa  memang woooow salah satu putra terbaik bangsa indonesia pribumi yg memang layak memimpin negeri ini semoga allah swt melindungi meluruskan perjuangan demi tegakan islam memajukan bangsa amp negara,0,0,0,0,0,0,0,0,0,0,0,0
islam yg rahmatan lil alamin kristen yang cinta kasih hindu budha konghucu yang penuh kedamaian semua agama ajarkan kebaikan prakhotbah,0,0,0,0,0,0,0,0,0,0,0,0
 gw sejak akil baliq  tahun islamndiperlakukan tidak adil gw bilang pernah bacot elo pernah bikin gak adil umat islam,1,1,1,0,0,0,0,0,1,1,0,0
